Epoch	Timestep	Runtime_in_h	Avg_Epi_Ret	Std_Epi_Ret	Max_Epi_Ret	Min_Epi_Ret	Avg_Eval_ret	Std_Eval_ret	Max_Eval_ret	Min_Eval_ret	Avg_Q_val	Std_Q_val	Max_Q_val	Min_Q_val	Critic_loss	Actor_loss	Avg_Actor_CurFE	Std_Actor_CurFE	Avg_Actor_ExtMemory	Std_Actor_ExtMemory	Avg_Critic_CurFE	Std_Critic_CurFE	Avg_Critic_ExtMemory	Std_Critic_ExtMemory
33	164999	6.163139624993007	974.535	146.8291	1118.3254	772.9038	1113.7361	118.84227	1247.1466	797.95935	38.75868	1.0755191	41.723618	34.20329	1.3884684	-38.659607	0.13344727	0.002764196	0.019145159	0.0023401903	0.54459333	0.0055411356	-0.022257712	0.0018258977
34	169999	6.364920481708315	865.7004	292.31204	1120.4656	456.3771	1133.6285	46.56393	1193.0515	1054.7886	39.11232	1.0177844	41.6745	34.70915	1.1660861	-39.011684	0.1337561	0.002638671	0.022005625	0.0021590432	0.54450446	0.0053784414	-0.02201469	0.001725565
35	174999	6.56678619576825	883.4349	270.31955	1120.0182	505.08508	1138.4873	38.01084	1180.4104	1063.3016	39.568195	0.9750381	42.336216	35.523888	1.2838062	-39.46637	0.13349432	0.0027867744	0.023729563	0.0025436077	0.54336077	0.005444398	-0.0216442	0.001703971
36	179999	6.76813246468703	1142.8643	11.68335	1154.5476	1131.1809	1137.9503	38.53043	1198.297	1090.9929	40.366486	0.8514578	42.495674	36.131058	1.1554935	-40.260914	0.13418218	0.0028646092	0.025648495	0.0022541406	0.54448944	0.0052632215	-0.023669504	0.0018234646
37	184999	6.969531471398142	1107.9562	39.103092	1147.9491	1054.884	1147.6726	80.76299	1226.9385	1031.1863	40.86785	0.7204278	42.99184	37.49351	1.0194948	-40.761856	0.13548854	0.0030716427	0.027522234	0.0022253154	0.5448605	0.005069671	-0.02322024	0.0016372176
38	189999	7.171091816822687	1119.1287	59.663025	1178.7916	1059.4656	1112.9644	83.342575	1205.3193	978.9493	41.295895	0.6509042	42.911804	38.07558	0.9172074	-41.18526	0.13231118	0.002686203	0.026248842	0.0023505294	0.54627156	0.0050462605	-0.023242729	0.0015964134
39	194999	7.372497510247761	1011.2642	29.117094	1031.8809	970.0865	1101.7555	75.66534	1197.6707	967.18414	41.572895	0.58771193	43.14176	38.548042	0.9755334	-41.461685	0.13131507	0.0027721177	0.028890993	0.0023306282	0.5451705	0.005869448	-0.025240071	0.001877086
40	199999	7.574340406656265	1058.6139	7.063843	1065.6777	1051.55	1104.449	16.32825	1134.229	1081.5337	41.733654	0.566731	43.198025	39.472527	0.84127146	-41.62392	0.1288418	0.0027599712	0.02713733	0.0023173778	0.5478374	0.005204831	-0.024243228	0.0015264694
41	204999	7.776129052241643	1066.8732	58.55687	1149.3538	1019.2246	1106.386	73.309204	1228.5806	1023.4385	41.88106	0.5907103	43.3449	39.27194	0.8473457	-41.776573	0.13019426	0.0028840257	0.027108071	0.0023394325	0.5515465	0.0051784106	-0.021770446	0.0014221047
42	209999	7.977296515504519	1079.5886	40.685425	1120.274	1038.9032	1026.8182	61.632736	1176.3744	921.28925	42.206917	0.5930089	43.601704	39.65005	0.87682813	-42.10306	0.12991464	0.003021425	0.025388377	0.0022329532	0.5545254	0.0050927894	-0.019677635	0.0015616224
