2.47183666,0.655977305,3.129145364,0.56570953,0.517487731,-0.07,0.050000001,0.55,0.550000001
2.490006119,0.661141619,3.1473899,0.569182031,0.516562461,-0.01,0.300000012,0.55,-0.800000038
2.508561778,0.666250599,3.166097806,0.572729769,0.543864739,-0.07,0.100000001,0.55,0.399999999
2.52680611,0.671319201,3.185565297,0.577205564,0.560370229,-0.029999999,0.400000006,0.55,-0.900000025
2.544968636,0.676211452,3.205164496,0.58005978,0.557511015,-0.029999999,-0.100000001,0.55,0.599999998
2.563598103,0.68123471,3.224311552,0.583983624,0.550215178,-0.029999999,0,0.55,0.299999993
2.58235424,0.686100199,3.244925531,0.588176952,0.61066567,0.029999999,0.25,0.55,-1.049999993
2.60100651,0.690977003,3.266179024,0.592656926,0.596437829,-0.029999999,0.400000006,0.55,-0.900000025
2.620319651,0.695736698,3.285475933,0.595937632,0.539373271,-0.029999999,0,0.55,0.299999993
2.639727057,0.700462001,3.30435273,0.598752581,0.519069937,-0.029999999,-0.050000001,0.55,0.449999996
2.659740936,0.705012684,3.323418595,0.601507803,0.539283993,0.029999999,-0.400000006,0.55,0.900000025
2.679063395,0.709576276,3.342501051,0.604594448,0.530348655,0.029999999,-0.25,0.55,0.450000007
2.69782301,0.714077891,3.361738425,0.60778943,0.565910377,0.07,-0.600000024,0.55,1.100000069
2.716550624,0.718522956,3.380640017,0.613243002,0.568981313,-0.01,0.349999994,0.55,-0.949999984
2.735289701,0.722924688,3.40181649,0.618242009,0.614518661,0.189999998,-0.300000012,0.55,-0.99999994
2.754696419,0.727184856,3.42104531,0.623441035,0.54274484,-0.01,0.400000006,0.55,-1.10000002
2.775965217,0.731207768,3.440205176,0.628243865,0.544999197,-0.029999999,0.050000001,0.55,0.149999991
2.796033162,0.7353835,3.45938306,0.632932385,0.553791771,-0.029999999,0.100000001,0.55,-1.12E-08
2.815907393,0.739436291,3.478245245,0.638544547,0.544709457,-0.01,0,0.55,0.099999998
2.837422518,0.743131192,3.497444675,0.642917257,0.550598908,-0.029999999,0.050000001,0.55,0.149999991
2.85907816,0.746837618,3.516668477,0.648022004,0.566483378,-0.01,0.100000001,0.55,-0.200000007
2.878278437,0.75096505,3.535769644,0.653604558,0.570572563,0.050000001,-0.25,0.55,0.249999993
2.89851155,0.754958673,3.556927092,0.658638759,0.629308529,0.029999999,-0.100000001,0.55,1.12E-08
2.920287245,0.758613859,3.577469669,0.663913019,0.557926375,0.01,0,0.55,-0.099999998
2.941421239,0.762529861,3.596651364,0.668807155,0.562842862,0.129999995,0.050000001,0.55,-1.449999955
2.959734653,0.766517699,3.615710277,0.672912037,0.546630427,0.01,-0.150000006,0.55,0.35000002
2.978102969,0.770375383,3.634666103,0.677045878,0.538010497,-0.01,0.050000001,0.55,-0.050000004
2.996671798,0.773864268,3.653506673,0.682500951,0.551278318,0.07,-0.449999988,0.55,0.649999961
3.014148124,0.777285194,3.673662299,0.68769561,0.560432427,0.029999999,0.400000006,0.55,-1.500000011
3.032569824,0.780599627,3.692642758,0.69237703,0.536246898,0.029999999,-0.100000001,0.55,1.12E-08
3.050594891,0.783864532,3.711640537,0.697519775,0.538697554,0.01,0.100000001,0.55,-0.400000002
3.06833995,0.786878391,3.731274043,0.702312771,0.574346889,0.050000001,-0.050000001,0.55,-0.350000005
3.086253027,0.788230218,3.751908852,0.706916183,0.591776877,0.07,-0.25,0.55,0.049999997
3.104044401,0.791005292,3.771656009,0.711617926,0.56633298,0.01,0.050000001,0.55,-0.25
3.122136749,0.794120633,3.792342803,0.716103785,0.602245359,0.01,0,0.55,-0.099999998
3.139675301,0.797111669,3.812328699,0.72070931,0.558182194,0.029999999,0,0.55,-0.299999993
3.157884375,0.799843856,3.83208848,0.725270156,0.567045933,0.01,0,0.55,-0.099999998
3.176828586,0.802741788,3.852524198,0.729772022,0.602417459,0.01,0.100000001,0.55,-0.400000002
3.194436553,0.804405921,3.873846401,0.734177418,0.587224736,0.050000001,-0.150000006,0.55,-0.04999999
3.212253011,0.807279649,3.893706815,0.738647562,0.580066952,0.01,0,0.55,-0.099999998
3.230175289,0.810316808,3.915033433,0.742935631,0.626700922,0.07,-0.150000006,0.55,-0.249999985
3.248052647,0.813040565,3.93715385,0.7471366,0.611674904,0.01,0.100000001,0.55,-0.400000002
3.265768577,0.814652056,3.957773631,0.751380036,0.578357754,0.01,0,0.55,-0.099999998
3.283623953,0.816946353,3.977191537,0.754792007,0.5413407,0.029999999,0,0.55,-0.299999993
3.301419557,0.819078088,3.996436648,0.759329803,0.557067633,-0.01,0.200000003,0.55,-0.500000011
3.319159062,0.820647179,4.01716051,0.76386207,0.604616345,0.01,0.050000001,0.55,-0.25
3.337195743,0.82252893,4.037474398,0.768538451,0.600665281,0.07,-0.349999994,0.55,0.349999979
3.355641595,0.824495661,4.058747627,0.772964228,0.602971803,0.029999999,0,0.55,-0.299999993
3.373712801,0.826098466,4.080161287,0.777121841,0.573745897,0.07,-0.100000001,0.55,-0.399999999
3.39198457,0.828019316,4.099467359,0.781502223,0.568558294,0.050000001,-0.050000001,0.55,-0.350000005
3.410180652,0.829600676,4.1197129,0.785685283,0.559868399,0.01,0.150000006,0.55,-0.550000016
3.427958686,0.830801044,4.139266656,0.789801216,0.559477524,0.050000001,0,0.55,-0.500000007
3.445987106,0.832035047,4.159579776,0.793860775,0.59447835,0.050000001,-0.100000001,0.55,-0.200000003
3.464246152,0.834571754,4.180552972,0.798003629,0.620064295,0.090000004,0.25,0.55,-1.650000036
3.483178837,0.837239382,4.201013281,0.802152296,0.563638951,0.07,-0.200000003,0.55,-0.099999994
3.500875356,0.839048122,4.221088537,0.806161544,0.564394162,0.029999999,0,0.55,-0.299999993
